Date,Magasin,PDV,Numéro d'équipe,Type,Employé,Commentaire,Montant
28/04/2019 22:12,Esprit Sushi Fribourg,Terminal mobile,299,Payout,Propriétaire,Vers caisse,170.00
28/04/2019 21:40,Esprit Sushi Fribourg,Terminal mobile,299,Payout,Propriétaire,Vers caisse,400.00
28/04/2019 21:39,Esprit Sushi Fribourg,Caisse principal 3,264,Entrée,Propriétaire,Porte monnaie,400.00
27/04/2019 12:51,Esprit Sushi Fribourg,Caisse principal 3,262,Payout,Propriétaire,"Courses ",100.00
27/04/2019 12:49,Esprit Sushi Fribourg,Terminal mobile,297,Payout,Propriétaire,"Postfinance ",300.00
26/04/2019 18:00,Esprit Sushi Fribourg,Terminal mobile,296,Payout,Propriétaire,Retrait,100.00
26/04/2019 13:47,Esprit Sushi Fribourg,Caisse principal 3,261,Payout,Propriétaire,"Postfinance ",220.00
25/04/2019 16:53,Esprit Sushi Fribourg,Terminal mobile,295,Payout,Propriétaire,"Vers caisse ",150.00
25/04/2019 16:50,Esprit Sushi Fribourg,Caisse principal 3,261,Entrée,Propriétaire,"De porte-monnaie ",100.00
23/04/2019 22:32,Esprit Sushi Fribourg,Caisse principal 3,258,Payout,Propriétaire,"Postfinance ",200.00
23/04/2019 18:06,Esprit Sushi Fribourg,Caisse principal 3,258,Entrée,Propriétaire,"Depuis porte-monnaie ",100.00
23/04/2019 18:06,Esprit Sushi Fribourg,Terminal mobile,293,Payout,Propriétaire,"Vers caisse ",100.00
22/04/2019 21:12,Esprit Sushi Fribourg,Caisse principal 3,257,Payout,Propriétaire,Sortie,200.00
22/04/2019 18:15,Esprit Sushi Fribourg,Terminal mobile,292,Payout,Propriétaire,Sortie d argent,200.00
20/04/2019 00:28,Esprit Sushi Fribourg,Caisse principal 3,253,Payout,Propriétaire,"Postfinance ",1000.00
19/04/2019 22:50,Esprit Sushi Fribourg,Caisse principal 3,252,Entrée,Propriétaire,"Transfert depuis porte-monnaie ",800.00
19/04/2019 22:47,Esprit Sushi Fribourg,Terminal mobile,289,Payout,Propriétaire,Transfert caisse,800.00
19/04/2019 15:15,Esprit Sushi Fribourg,Caisse principal 3,252,Payout,Propriétaire,"Courses ",50.00
18/04/2019 14:42,Esprit Sushi Fribourg,Caisse principal 3,250,Payout,Propriétaire,Courses,20.00
16/04/2019 22:03,Esprit Sushi Fribourg,Terminal mobile,286,Payout,Propriétaire,"Pourboire carte ",3.50
15/04/2019 18:23,Esprit Sushi Fribourg,Terminal mobile,284,Payout,Propriétaire,"Postfinance ",1050.00
15/04/2019 14:07,Esprit Sushi Fribourg,Caisse principal 3,247,Payout,Propriétaire,Postfinance,250.00
14/04/2019 21:52,Esprit Sushi Fribourg,Caisse principal 3,246,Payout,Propriétaire,"Erreur validation tabl. (3 eat) ",163.50
14/04/2019 21:51,Esprit Sushi Fribourg,Terminal mobile,284,Entrée,Propriétaire,Erreur validation sur tabl. (3 eat),163.50
14/04/2019 13:55,Esprit Sushi Fribourg,Caisse principal 3,246,Payout,Propriétaire,"Courses ",20.00
12/04/2019 22:00,Esprit Sushi Fribourg,Caisse principal 3,244,Payout,Propriétaire,Courses,50.00
12/04/2019 21:20,Esprit Sushi Fribourg,Terminal mobile,282,Payout,Propriétaire,Pourboire,1.50
11/04/2019 18:00,Esprit Sushi Fribourg,Terminal mobile,281,Payout,Propriétaire,"Postfinance ",600.00
11/04/2019 16:17,Esprit Sushi Fribourg,Caisse principal 3,243,Payout,Propriétaire,Postfinance,507.00
09/04/2019 18:06,Esprit Sushi Fribourg,Terminal mobile,279,Payout,Propriétaire,Caisse,200.00
09/04/2019 18:06,Esprit Sushi Fribourg,Caisse principal 3,241,Entrée,Propriétaire,"Porte-monnaie ",200.00
08/04/2019 16:43,Esprit Sushi Fribourg,Terminal mobile,278,Payout,Propriétaire,"Postfinance ",400.00
07/04/2019 21:39,Esprit Sushi Fribourg,Caisse principal 3,239,Payout,Propriétaire,"Postfinance ",700.00
07/04/2019 17:56,Esprit Sushi Fribourg,Terminal mobile,277,Payout,Propriétaire,Caisse,400.00
07/04/2019 17:56,Esprit Sushi Fribourg,Caisse principal 3,239,Entrée,Propriétaire,"Porte-monnaie ",400.00
04/04/2019 22:20,Esprit Sushi Fribourg,Caisse principal 3,236,Payout,Propriétaire,"Postfinance ",120.00
04/04/2019 14:41,Esprit Sushi Fribourg,Terminal mobile,272,Payout,Propriétaire,"Postfinance ",300.00
03/04/2019 21:29,Esprit Sushi Fribourg,Terminal mobile,272,Payout,Propriétaire,Pourboire carte bancaire,1.10
03/04/2019 21:19,Esprit Sushi Fribourg,Terminal mobile,272,Payout,Propriétaire,Erreur comptage,20.00
01/04/2019 18:05,Esprit Sushi Fribourg,Terminal mobile,270,Payout,Propriétaire,Vers postfinance,300.00
01/04/2019 14:50,Esprit Sushi Fribourg,Caisse principal 3,233,Payout,Propriétaire,"Postfinance ",800.00
31/03/2019 14:05,Esprit Sushi Fribourg,Caisse principal 3,232,Payout,Propriétaire,Courses,140.00
30/03/2019 21:42,Esprit Sushi Fribourg,Terminal mobile,268,Payout,Propriétaire,Caisse,600.00
30/03/2019 14:29,Esprit Sushi Fribourg,Caisse principal 3,231,Payout,Propriétaire,"Courses ",20.00
27/03/2019 18:25,Esprit Sushi Fribourg,Terminal mobile,264,Payout,Propriétaire,"Postfinance ",400.00
27/03/2019 18:25,Esprit Sushi Fribourg,Terminal mobile,264,Entrée,Propriétaire,Erreur comptage,400.00
27/03/2019 11:51,Esprit Sushi Fribourg,Caisse principal 3,227,Payout,Propriétaire,"Postfinance ",200.00
25/03/2019 18:13,Esprit Sushi Fribourg,Terminal mobile,262,Payout,Propriétaire,"Vers caisse ",300.00
24/03/2019 22:45,Esprit Sushi Fribourg,Caisse principal 3,225,Payout,Propriétaire,"Postfinance ",1200.00
24/03/2019 22:43,Esprit Sushi Fribourg,Caisse principal 3,225,Entrée,Propriétaire,"De porte-monnaie ",300.00
24/03/2019 18:50,Esprit Sushi Fribourg,Caisse principal 3,225,Entrée,Propriétaire,Correction lavage,6.00
24/03/2019 18:49,Esprit Sushi Fribourg,Caisse principal 3,225,Payout,Propriétaire,Lavage,2.00
24/03/2019 18:23,Esprit Sushi Fribourg,Caisse principal 3,225,Payout,Propriétaire,Lavage voiture,6.00
24/03/2019 18:09,Esprit Sushi Fribourg,Terminal mobile,261,Payout,Propriétaire,"Caisse ",200.00
24/03/2019 18:08,Esprit Sushi Fribourg,Caisse principal 3,225,Entrée,Propriétaire,Portemonnaie,200.00
23/03/2019 22:10,Esprit Sushi Fribourg,Caisse principal 3,224,Payout,Propriétaire,"Montant de part erreur ",470.00
23/03/2019 15:02,Esprit Sushi Fribourg,Terminal mobile,260,Payout,Propriétaire,Vers caisse,300.00
23/03/2019 15:01,Esprit Sushi Fribourg,Caisse principal 3,223,Entrée,Propriétaire,"De porte-monnaie ",300.00
22/03/2019 14:31,Esprit Sushi Fribourg,Caisse principal 3,221,Payout,Propriétaire,"Postfinance ",800.00
20/03/2019 14:38,Esprit Sushi Fribourg,Caisse principal 3,219,Payout,Propriétaire,Courses,20.00
19/03/2019 20:40,Esprit Sushi Fribourg,Terminal mobile,256,Payout,Propriétaire,Essence,39.25
18/03/2019 16:18,Esprit Sushi Fribourg,Terminal mobile,255,Payout,Propriétaire,"Vers caisse ",400.00
18/03/2019 14:44,Esprit Sushi Fribourg,Caisse principal 3,218,Entrée,Propriétaire,"From porte-monnaie ",400.00
17/03/2019 18:20,Esprit Sushi Fribourg,Terminal mobile,254,Entrée,Propriétaire,Erreur comptage,20.00
17/03/2019 13:34,Esprit Sushi Fribourg,Caisse principal 3,217,Payout,Propriétaire,"Postfinance ",200.00
17/03/2019 13:33,Esprit Sushi Fribourg,Terminal mobile,254,Payout,Propriétaire,"Postfinance ",200.00
16/03/2019 16:01,Esprit Sushi Fribourg,Caisse principal 3,216,Payout,Propriétaire,"Postfinance ",900.00
15/03/2019 22:22,Esprit Sushi Fribourg,Caisse principal 3,215,Entrée,Propriétaire,"From porte-monnaie ",500.00
15/03/2019 21:22,Esprit Sushi Fribourg,Terminal mobile,252,Payout,Propriétaire,Pourboire,1.10
15/03/2019 18:01,Esprit Sushi Fribourg,Terminal mobile,252,Payout,Propriétaire,"Caisse ",500.00
12/03/2019 14:35,Esprit Sushi Fribourg,Caisse principal 3,211,Payout,Propriétaire,"Postfinance ",1300.00
11/03/2019 18:21,Esprit Sushi Fribourg,Caisse principal 3,211,Entrée,Propriétaire,Depot porte-monnaie,900.00
11/03/2019 18:21,Esprit Sushi Fribourg,Terminal mobile,248,Payout,Propriétaire,Dépôt caisse,900.00
10/03/2019 20:54,Esprit Sushi Fribourg,Terminal mobile,247,Payout,Propriétaire,"Remboursement carte fidélité ",10.00
09/03/2019 12:34,Esprit Sushi Fribourg,Caisse principal 3,207,Payout,Propriétaire,"Postfinance ",200.00
08/03/2019 21:01,Esprit Sushi Fribourg,Caisse principal 3,206,Payout,Propriétaire,Pourboire,1.00
08/03/2019 13:44,Esprit Sushi Fribourg,Terminal mobile,244,Payout,Propriétaire,"Postfinance ",200.00
05/03/2019 22:24,Esprit Sushi Fribourg,Caisse principal 3,203,Payout,Propriétaire,"Postfinance ",400.00
05/03/2019 22:22,Esprit Sushi Fribourg,Terminal mobile,241,Payout,Propriétaire,"Postfinance ",300.00
05/03/2019 18:08,Esprit Sushi Fribourg,Terminal mobile,241,Payout,Propriétaire,"Caisse ",300.00
05/03/2019 18:07,Esprit Sushi Fribourg,Caisse principal 3,203,Entrée,Propriétaire,"Porte-monnaie ",300.00
03/03/2019 11:50,Esprit Sushi Fribourg,Caisse principal 3,200,Payout,Propriétaire,"Courses ",50.00
03/03/2019 11:50,Esprit Sushi Fribourg,Terminal mobile,238,Payout,Propriétaire,"Postfinance ",200.00
02/03/2019 15:51,Esprit Sushi Fribourg,Terminal mobile,236,Payout,Propriétaire,"Postfinance ",400.00
02/03/2019 15:50,Esprit Sushi Fribourg,Caisse principal 3,200,Payout,Propriétaire,Sortie,200.00
28/02/2019 21:37,Esprit Sushi Fribourg,Terminal mobile,234,Payout,Propriétaire,Pourboire,0.10
26/02/2019 20:19,Esprit Sushi Fribourg,Terminal mobile,232,Payout,Propriétaire,"Pourboire ",2.00
26/02/2019 19:10,Esprit Sushi Fribourg,Terminal mobile,232,Payout,Propriétaire,"Pourboire ",4.10
25/02/2019 14:28,Esprit Sushi Fribourg,Terminal mobile,230,Payout,Propriétaire,"Postfinance ",300.00
25/02/2019 14:25,Esprit Sushi Fribourg,Caisse principal 3,194,Payout,Propriétaire,"Postfinance ",400.00
24/02/2019 18:08,Esprit Sushi Fribourg,Terminal mobile,229,Payout,Propriétaire,"Caisse ",200.00
24/02/2019 18:07,Esprit Sushi Fribourg,Caisse principal 3,193,Entrée,Propriétaire,Porte monnaie,200.00
23/02/2019 18:03,Esprit Sushi Fribourg,Terminal mobile,228,Payout,Propriétaire,"Caisse ",100.00
23/02/2019 13:42,Esprit Sushi Fribourg,Caisse principal 3,191,Payout,Propriétaire,"Postfinance ",600.00
22/02/2019 15:01,Esprit Sushi Fribourg,Caisse principal 3,191,Payout,Propriétaire,"Courses ",60.00
21/02/2019 21:52,Esprit Sushi Fribourg,Terminal mobile,226,Payout,Propriétaire,Caisse,250.00
21/02/2019 21:52,Esprit Sushi Fribourg,Caisse principal 3,190,Entrée,Propriétaire,"From porte-monnaie ",250.00
19/02/2019 07:53,Esprit Sushi Fribourg,Terminal mobile,223,Payout,Propriétaire,"Postfinance ",600.00
16/02/2019 18:04,Esprit Sushi Fribourg,Terminal mobile,222,Payout,Propriétaire,"Post ",200.00
16/02/2019 11:27,Esprit Sushi Fribourg,Caisse principal 3,185,Payout,Propriétaire,"Postfinance ",1800.00
15/02/2019 18:06,Esprit Sushi Fribourg,Terminal mobile,221,Payout,Propriétaire,"Caisse ",700.00
15/02/2019 18:05,Esprit Sushi Fribourg,Caisse principal 3,184,Entrée,Propriétaire,"Porte-monnaie ",700.00
14/02/2019 22:19,Esprit Sushi Fribourg,Terminal mobile,220,Entrée,Propriétaire,Erreur depuis caisse,58.00
14/02/2019 22:19,Esprit Sushi Fribourg,Caisse principal 3,183,Payout,Propriétaire,"Erreur vers porte-monnaie ",58.00
14/02/2019 13:17,Esprit Sushi Fribourg,Terminal mobile,220,Entrée,Propriétaire,Monnaie de la veille,505.20
13/02/2019 23:23,Esprit Sushi Fribourg,Caisse principal 3,182,Entrée,Propriétaire,Monnaie,60.00
12/02/2019 20:48,Esprit Sushi Fribourg,Terminal mobile,218,Payout,Propriétaire,Pourboire,1.10
11/02/2019 23:02,Esprit Sushi Fribourg,Caisse principal 3,180,Payout,Propriétaire,"Postfinance ",800.00
11/02/2019 17:55,Esprit Sushi Fribourg,Caisse principal 3,180,Entrée,Propriétaire,Depot porte-monnaie,200.00
11/02/2019 17:55,Esprit Sushi Fribourg,Terminal mobile,217,Payout,Propriétaire,"Dépôt caisse principale ",200.00
10/02/2019 21:35,Esprit Sushi Fribourg,Caisse principal 3,178,Payout,Propriétaire,Retour cash du bon cadeau,6.00
09/02/2019 18:08,Esprit Sushi Fribourg,Terminal mobile,215,Payout,Propriétaire,"Caisse ",400.00
09/02/2019 18:07,Esprit Sushi Fribourg,Caisse principal 3,177,Entrée,Propriétaire,"Porte-monnaie ",400.00
09/02/2019 14:36,Esprit Sushi Fribourg,Caisse principal 3,177,Payout,Propriétaire,"Postfinance ",200.00
08/02/2019 17:25,Esprit Sushi Fribourg,Caisse principal 3,176,Payout,Propriétaire,"Courses ",200.00
08/02/2019 17:25,Esprit Sushi Fribourg,Caisse principal 3,176,Entrée,Propriétaire,Courses,100.00
08/02/2019 16:07,Esprit Sushi Fribourg,Caisse principal 3,176,Payout,Propriétaire,"Courses ",50.00
07/02/2019 18:07,Esprit Sushi Fribourg,Caisse principal 3,175,Entrée,Propriétaire,"Porte-monnaie ",200.00
07/02/2019 18:06,Esprit Sushi Fribourg,Terminal mobile,213,Payout,Propriétaire,"Caisse ",200.00
06/02/2019 22:16,Esprit Sushi Fribourg,Caisse principal 3,174,Payout,Propriétaire,"Postfinance ",300.00
06/02/2019 18:02,Esprit Sushi Fribourg,Terminal mobile,212,Payout,Propriétaire,Caisse,50.00
06/02/2019 18:02,Esprit Sushi Fribourg,Caisse principal 3,174,Entrée,Propriétaire,"Monnaie ",50.00
06/02/2019 18:01,Esprit Sushi Fribourg,Caisse principal 3,174,Entrée,Propriétaire,Monnaie,80.00
05/02/2019 20:38,Esprit Sushi Fribourg,Caisse principal 3,174,Entrée,Propriétaire,Monnaie erreur precedente entre pas sortie,40.00
05/02/2019 20:38,Esprit Sushi Fribourg,Caisse principal 3,174,Payout,Propriétaire,Monnaie,20.00
05/02/2019 19:20,Esprit Sushi Fribourg,Caisse principal 3,174,Entrée,Propriétaire,Monnaie,30.00
05/02/2019 15:10,Esprit Sushi Fribourg,Caisse principal 3,174,Entrée,Propriétaire,Monnaie,14.00
05/02/2019 15:10,Esprit Sushi Fribourg,Caisse principal 3,174,Payout,Propriétaire,"Postfinance ",200.00
03/02/2019 18:04,Esprit Sushi Fribourg,Terminal mobile,209,Payout,Propriétaire,Vers postfinance,700.00
03/02/2019 14:16,Esprit Sushi Fribourg,Caisse principal 3,172,Payout,Propriétaire,"Postfinance ",400.00
02/02/2019 21:38,Esprit Sushi Fribourg,Caisse principal 3,171,Payout,Propriétaire,Pourboire Carte bancaire,2.50
01/02/2019 18:05,Esprit Sushi Fribourg,Caisse principal 3,168,Entrée,Propriétaire,"Porte monnaie ",200.00
01/02/2019 18:04,Esprit Sushi Fribourg,Terminal mobile,207,Payout,Propriétaire,"Caisse ",200.00
01/02/2019 16:08,Esprit Sushi Fribourg,Caisse principal 3,168,Payout,Propriétaire,Courses,40.00
30/01/2019 13:15,Esprit Sushi Fribourg,Caisse principal 3,166,Payout,Propriétaire,"Postfinance ",1100.00
29/01/2019 21:35,Esprit Sushi Fribourg,Terminal mobile,204,Payout,Propriétaire,Transfert caisse,600.00
29/01/2019 21:34,Esprit Sushi Fribourg,Caisse principal 3,165,Entrée,Propriétaire,Transfert porte-monnaie,600.00
29/01/2019 15:41,Esprit Sushi Fribourg,Caisse principal 3,164,Payout,Propriétaire,"Courses ",300.00
28/01/2019 22:08,Esprit Sushi Fribourg,Terminal mobile,203,Payout,Propriétaire,"Essence ",34.30
28/01/2019 18:16,Esprit Sushi Fribourg,Caisse principal 3,164,Entrée,Propriétaire,Depot porte-monnaie,620.00
28/01/2019 18:15,Esprit Sushi Fribourg,Terminal mobile,203,Payout,Propriétaire,"Dépôt caisse principale ",620.00
28/01/2019 16:18,Esprit Sushi Fribourg,Caisse principal 3,163,Payout,Propriétaire,Courses,170.00
27/01/2019 21:09,Esprit Sushi Fribourg,Terminal mobile,202,Payout,Propriétaire,"Pourboire ",3.00
26/01/2019 23:00,Esprit Sushi Fribourg,Caisse principal 3,162,Payout,Propriétaire,Migros,2.30
24/01/2019 21:59,Esprit Sushi Fribourg,Caisse principal 3,159,Payout,Propriétaire,Courses,20.00
24/01/2019 18:03,Esprit Sushi Fribourg,Terminal mobile,199,Payout,Propriétaire,Postfinance,300.00
24/01/2019 16:41,Esprit Sushi Fribourg,Caisse principal 3,159,Payout,Propriétaire,"Courses ",6.00
23/01/2019 21:45,Esprit Sushi Fribourg,Terminal mobile,198,Payout,Propriétaire,"Pourboire ",2.50
22/01/2019 16:00,Esprit Sushi Fribourg,Caisse principal 3,156,Payout,Propriétaire,"Courses ",20.00
21/01/2019 15:57,Esprit Sushi Fribourg,Caisse principal 3,156,Payout,Propriétaire,"Postfinance ",100.00
19/01/2019 16:19,Esprit Sushi Fribourg,Caisse principal 3,154,Payout,Propriétaire,Courses,20.00
18/01/2019 22:15,Esprit Sushi Fribourg,Caisse principal 3,153,Payout,Propriétaire,Courses,20.00
18/01/2019 19:51,Esprit Sushi Fribourg,Terminal mobile,193,Payout,Propriétaire,"Postfinance ",200.00
18/01/2019 19:51,Esprit Sushi Fribourg,Terminal mobile,193,Entrée,Propriétaire,Correction erreur comptage,200.00
18/01/2019 18:27,Esprit Sushi Fribourg,Terminal mobile,193,Payout,Propriétaire,Pourboire carte,1.00
18/01/2019 13:37,Esprit Sushi Fribourg,Caisse principal 3,153,Payout,Propriétaire,"Postfinance ",800.00
16/01/2019 16:17,Esprit Sushi Fribourg,Caisse principal 3,151,Entrée,Propriétaire,"de porte-monnaie ",600.00
14/01/2019 16:22,Esprit Sushi Fribourg,Caisse principal 3,149,Payout,Propriétaire,"postfinance ",700.00
12/01/2019 18:04,Esprit Sushi Fribourg,Terminal mobile,187,Payout,Propriétaire,caisse,500.00
12/01/2019 18:04,Esprit Sushi Fribourg,Caisse principal 3,147,Entrée,Propriétaire,"porte-monnaie ",500.00
10/01/2019 18:04,Esprit Sushi Fribourg,Terminal mobile,185,Payout,Propriétaire,Postfinance,300.00
09/01/2019 22:16,Esprit Sushi Fribourg,Caisse principal 3,144,Payout,Propriétaire,"postfinance ",800.00
09/01/2019 21:22,Esprit Sushi Fribourg,Terminal mobile,183,Payout,Propriétaire,"pourboire ",1.50
06/01/2019 22:38,Esprit Sushi Fribourg,Caisse principal 3,141,Entrée,Propriétaire,Depuis portemonnaie,525.00
06/01/2019 22:37,Esprit Sushi Fribourg,Terminal mobile,180,Payout,Propriétaire,Vers caisse,525.00
06/01/2019 22:35,Esprit Sushi Fribourg,Terminal mobile,180,Entrée,Propriétaire,Erreur Calcul,15.00
02/01/2019 18:02,Esprit Sushi Fribourg,Terminal mobile,176,Payout,Propriétaire,postfinance,200.00
02/01/2019 14:44,Esprit Sushi Fribourg,Caisse principal 3,137,Payout,Propriétaire,"postfinance ",350.00
31/12/2018 17:26,Esprit Sushi Fribourg,Caisse principal 3,137,Entrée,Propriétaire,"oubli d'indiquer le montant de la caisse ",625.10
31/12/2018 15:10,Esprit Sushi Fribourg,Terminal mobile,175,Payout,Propriétaire,pourboire carte bancaire,2.00
30/12/2018 21:46,Esprit Sushi Fribourg,Terminal mobile,174,Payout,Propriétaire,Achat mayo + 2 avocats,7.30
30/12/2018 21:45,Esprit Sushi Fribourg,Terminal mobile,174,Payout,Propriétaire,Pourboire carte bancaire,3.00
30/12/2018 18:09,Esprit Sushi Fribourg,Terminal mobile,174,Payout,Propriétaire,,300.00
29/12/2018 22:05,Esprit Sushi Fribourg,Terminal mobile,173,Payout,Propriétaire,"pourboire ",1.50
29/12/2018 19:54,Esprit Sushi Fribourg,Terminal mobile,173,Payout,Propriétaire,pourboire,1.10
29/12/2018 15:09,Esprit Sushi Fribourg,Caisse principal 3,135,Payout,Propriétaire,"postfinance ",200.00
28/12/2018 18:39,Esprit Sushi Fribourg,Caisse principal 3,134,Payout,Propriétaire,montant rendu contre un bon cadeau,4.00
28/12/2018 14:36,Esprit Sushi Fribourg,Caisse principal 3,134,Payout,Propriétaire,"postfinance ",100.00
26/12/2018 20:35,Esprit Sushi Fribourg,Terminal mobile,170,Payout,Propriétaire,"pourboire ",5.00
26/12/2018 14:13,Esprit Sushi Fribourg,Terminal mobile,170,Payout,Propriétaire,"postfinance ",450.00
24/12/2018 20:47,Esprit Sushi Fribourg,Caisse principal 3,130,Payout,Propriétaire,"postfinance ",900.00
24/12/2018 13:09,Esprit Sushi Fribourg,Terminal mobile,169,Payout,Propriétaire,courses,17.90
24/12/2018 13:08,Esprit Sushi Fribourg,Terminal mobile,169,Payout,Propriétaire,"courses ",19.80
24/12/2018 12:06,Esprit Sushi Fribourg,Caisse principal 3,130,Entrée,Propriétaire,,500.00
24/12/2018 12:06,Esprit Sushi Fribourg,Terminal mobile,169,Payout,Propriétaire,,500.00
22/12/2018 18:11,Esprit Sushi Fribourg,Terminal mobile,166,Payout,Propriétaire,,300.00
22/12/2018 16:26,Esprit Sushi Fribourg,Caisse principal 3,129,Payout,Propriétaire,"postfinance ",300.00
20/12/2018 18:01,Esprit Sushi Fribourg,Caisse principal 3,128,Payout,Propriétaire,erreur de compte,120.00
18/12/2018 22:08,Esprit Sushi Fribourg,Caisse principal 3,126,Payout,Propriétaire,"postfinance ",800.00
18/12/2018 14:52,Esprit Sushi Fribourg,Caisse principal 3,126,Entrée,Propriétaire,"depuis porte-monnaie ",300.00
18/12/2018 14:50,Esprit Sushi Fribourg,Terminal mobile,161,Payout,Propriétaire,vers caisse,300.00
16/12/2018 18:20,Esprit Sushi Fribourg,Caisse principal 3,124,Entrée,Propriétaire,"depot porte-monnaie ",350.00
16/12/2018 18:20,Esprit Sushi Fribourg,Terminal mobile,159,Payout,Propriétaire,"dépôt caisse ",350.00
16/12/2018 11:37,Esprit Sushi Fribourg,Caisse principal 3,123,Payout,Propriétaire,"postfinance ",500.00
15/12/2018 15:49,Esprit Sushi Fribourg,Caisse principal 3,122,Payout,Propriétaire,coursrs,30.00
13/12/2018 20:10,Esprit Sushi Fribourg,Terminal mobile,156,Payout,Propriétaire,pourboire,2.50
13/12/2018 18:11,Esprit Sushi Fribourg,Terminal mobile,156,Payout,Propriétaire,caisse,200.00
13/12/2018 18:11,Esprit Sushi Fribourg,Caisse principal 3,119,Entrée,Propriétaire,porte monnaie,200.00
10/12/2018 18:06,Esprit Sushi Fribourg,Terminal mobile,153,Payout,Propriétaire,"dépôt ",500.00
10/12/2018 15:25,Esprit Sushi Fribourg,Caisse principal 3,118,Payout,Propriétaire,"postfinance ",200.00
08/12/2018 21:49,Esprit Sushi Fribourg,Terminal mobile,151,Payout,Propriétaire,Essence,20.00
08/12/2018 11:18,Esprit Sushi Fribourg,Caisse principal 3,116,Entrée,Propriétaire,"monnaie ",5.00
07/12/2018 22:36,Esprit Sushi Fribourg,Caisse principal 3,114,Payout,Propriétaire,"postfinance ",850.00
07/12/2018 22:35,Esprit Sushi Fribourg,Caisse principal 3,114,Entrée,Propriétaire,"depuis porte-monnaie ",350.00
07/12/2018 22:35,Esprit Sushi Fribourg,Terminal mobile,150,Payout,Propriétaire,"vers caisse ",350.00
07/12/2018 17:11,Esprit Sushi Fribourg,Caisse principal 3,113,Payout,Propriétaire,"courses ",20.00
06/12/2018 18:09,Esprit Sushi Fribourg,Terminal mobile,148,Payout,Propriétaire,"caisse ",100.00
06/12/2018 18:09,Esprit Sushi Fribourg,Caisse principal 3,112,Entrée,Propriétaire,porte monnaie,100.00
05/12/2018 21:14,Esprit Sushi Fribourg,Terminal mobile,147,Payout,Propriétaire,"pourboir ",1.00
03/12/2018 22:34,Esprit Sushi Fribourg,Caisse principal 3,109,Payout,Propriétaire,"postfinance ",600.00
03/12/2018 14:18,Esprit Sushi Fribourg,Caisse principal 3,109,Entrée,Propriétaire,"porte-monnaie ",350.00
03/12/2018 14:18,Esprit Sushi Fribourg,Terminal mobile,145,Payout,Propriétaire,caisse,350.00
02/12/2018 21:14,Esprit Sushi Fribourg,Terminal mobile,144,Payout,Propriétaire,Pourboire carte bancaire,1.50
02/12/2018 14:05,Esprit Sushi Fribourg,Caisse principal 3,108,Payout,Propriétaire,"postfinance ",990.00
02/12/2018 14:02,Esprit Sushi Fribourg,Caisse principal 3,108,Payout,Propriétaire,"courses ",200.00
30/11/2018 18:07,Esprit Sushi Fribourg,Caisse principal 3,107,Entrée,Propriétaire,"depot porte-monnaie livreur ",500.00
30/11/2018 18:04,Esprit Sushi Fribourg,Terminal mobile,143,Payout,Propriétaire,"dépôt caisse ",500.00
26/11/2018 21:42,Esprit Sushi Fribourg,Terminal mobile,139,Payout,Propriétaire,"Pourboire ",1.00
26/11/2018 16:53,Esprit Sushi Fribourg,Caisse principal 3,103,Payout,Propriétaire,"postfinance ",600.00
26/11/2018 16:53,Esprit Sushi Fribourg,Terminal mobile,139,Payout,Propriétaire,"postfinance ",210.00
25/11/2018 18:25,Esprit Sushi Fribourg,Caisse principal 3,102,Entrée,Propriétaire,"depot porte-monnaie livreur ",300.00
25/11/2018 18:24,Esprit Sushi Fribourg,Terminal mobile,138,Payout,Propriétaire,"dépôt caisse ",300.00
25/11/2018 10:05,Esprit Sushi Fribourg,Terminal mobile,137,Payout,Propriétaire,,40.00
24/11/2018 15:25,Esprit Sushi Fribourg,Terminal mobile,136,Payout,Propriétaire,"courses ",20.00
24/11/2018 15:21,Esprit Sushi Fribourg,Caisse principal 3,101,Payout,Propriétaire,courses,50.00
22/11/2018 16:38,Esprit Sushi Fribourg,Caisse principal 3,99,Payout,Propriétaire,"postfinance ",2010.00
20/11/2018 19:59,Esprit Sushi Fribourg,Terminal mobile,132,Payout,Propriétaire,"pourboir ",1.00
19/11/2018 21:08,Esprit Sushi Fribourg,Terminal mobile,131,Entrée,Propriétaire,"erreur début de service ",36.10
19/11/2018 18:11,Esprit Sushi Fribourg,Caisse principal 3,99,Entrée,Propriétaire,depot porte-monnaie livreur,200.00
19/11/2018 18:04,Esprit Sushi Fribourg,Terminal mobile,131,Payout,Propriétaire,"dépôt caisse ",200.00
18/11/2018 21:43,Esprit Sushi Fribourg,Terminal mobile,130,Payout,Propriétaire,"Pourboire carte bancaire ",2.50
17/11/2018 15:40,Esprit Sushi Fribourg,Caisse principal 3,97,Payout,Propriétaire,courses,100.00
16/11/2018 20:35,Esprit Sushi Fribourg,Caisse principal 3,96,Entrée,Propriétaire,"De porte-monnaie ",600.00
16/11/2018 20:34,Esprit Sushi Fribourg,Terminal mobile,127,Payout,Propriétaire,vers caisse,600.00
12/11/2018 18:10,Esprit Sushi Fribourg,Terminal mobile,123,Payout,Propriétaire,"achat Migros ",0.75
11/11/2018 22:09,Esprit Sushi Fribourg,Terminal mobile,122,Payout,Propriétaire,vers caisse,500.00
11/11/2018 22:04,Esprit Sushi Fribourg,Caisse principal 3,94,Entrée,Propriétaire,"Depuis porte-monnaie ",500.00
