Magasin,PDV,Numéro d'équipe,Heure d'ouverture de quart de travail,Ouverture du service,Heure de fermeture de quart de travail,Le service est fermé,Espèces de départ,Règlement en espèces,Remboursements en espèces,Montant paiement entrant,Montant paiement sortant,Montant en espèces prévu,Montant en espèces réel,Différence
Esprit Sushi Fribourg,SamsungA40,477,08/02/2022 16:49,Propriétaire,08/02/2022 21:03,Propriétaire,718.05,0.00,0.00,0.00,400.00,318.05,318.05,0.00
Esprit Sushi Fribourg,SamsungA40,476,06/02/2022 19:03,Propriétaire,06/02/2022 21:53,Propriétaire,629.05,89.00,0.00,0.00,0.00,718.05,718.05,0.00
Esprit Sushi Fribourg,SamsungA40,475,05/02/2022 17:51,Propriétaire,05/02/2022 21:51,Propriétaire,453.30,175.75,0.00,0.00,0.00,629.05,629.05,0.00
Esprit Sushi Fribourg,SamsungA40,474,04/02/2022 17:57,Propriétaire,04/02/2022 21:46,Propriétaire,351.30,102.00,0.00,0.00,0.00,453.30,453.30,0.00
Esprit Sushi Fribourg,SamsungA40,473,03/02/2022 18:12,Propriétaire,03/02/2022 21:51,Propriétaire,351.30,0.00,0.00,0.00,0.00,351.30,351.30,0.00
Esprit Sushi Fribourg,SamsungA40,472,02/02/2022 18:10,Propriétaire,02/02/2022 21:27,Propriétaire,325.80,25.50,0.00,0.00,0.00,351.30,351.30,0.00
Esprit Sushi Fribourg,SamsungA40,471,01/02/2022 17:12,Propriétaire,01/02/2022 21:29,Propriétaire,791.30,64.50,0.00,20.00,550.00,325.80,325.80,0.00
Esprit Sushi Fribourg,Caisse principal 3,777,11/01/2022 20:37,Propriétaire,31/01/2022 11:18,Propriétaire,314.00,1109.90,93.50,0.00,1100.00,230.40,230.40,0.00
Esprit Sushi Fribourg,SamsungA40,470,30/01/2022 21:05,Propriétaire,30/01/2022 21:31,Propriétaire,557.90,233.40,0.00,0.00,0.00,791.30,791.30,0.00
Esprit Sushi Fribourg,SamsungA40,469,29/01/2022 18:07,Propriétaire,29/01/2022 21:41,Propriétaire,430.60,127.30,0.00,0.00,0.00,557.90,557.90,0.00
Esprit Sushi Fribourg,SamsungA40,468,28/01/2022 18:12,Propriétaire,28/01/2022 21:49,Propriétaire,274.20,156.40,0.00,0.00,0.00,430.60,430.60,0.00
Esprit Sushi Fribourg,SamsungA40,467,27/01/2022 17:44,Propriétaire,27/01/2022 21:30,Propriétaire,574.20,0.00,0.00,0.00,300.00,274.20,274.20,0.00
Esprit Sushi Fribourg,SamsungA40,466,26/01/2022 18:05,Propriétaire,26/01/2022 21:31,Propriétaire,546.70,27.50,0.00,0.00,0.00,574.20,574.20,0.00
Esprit Sushi Fribourg,SamsungA40,465,25/01/2022 18:10,Propriétaire,25/01/2022 21:01,Propriétaire,485.80,60.90,0.00,0.00,0.00,546.70,546.70,0.00
Esprit Sushi Fribourg,SamsungA40,464,23/01/2022 18:03,Propriétaire,23/01/2022 21:09,Propriétaire,485.85,0.00,0.00,0.00,0.00,485.85,485.85,0.00
Esprit Sushi Fribourg,SamsungA40,463,22/01/2022 18:14,Propriétaire,22/01/2022 21:45,Propriétaire,435.85,50.00,0.00,0.00,0.00,485.85,485.85,0.00
Esprit Sushi Fribourg,SamsungA40,462,21/01/2022 17:39,Propriétaire,21/01/2022 21:32,Propriétaire,374.85,61.00,0.00,0.00,0.00,435.85,435.85,0.00
Esprit Sushi Fribourg,SamsungA40,461,20/01/2022 18:05,Propriétaire,20/01/2022 20:52,Propriétaire,305.30,69.55,0.00,0.00,0.00,374.85,374.85,0.00
Esprit Sushi Fribourg,SamsungA40,460,19/01/2022 18:09,Propriétaire,19/01/2022 21:00,Propriétaire,282.30,23.00,0.00,0.00,0.00,305.30,305.30,0.00
Esprit Sushi Fribourg,SamsungA40,459,18/01/2022 16:17,Propriétaire,18/01/2022 21:19,Propriétaire,271.30,0.00,0.00,11.00,0.00,282.30,282.30,0.00
Esprit Sushi Fribourg,SamsungA40,458,16/01/2022 22:40,Propriétaire,16/01/2022 22:41,Propriétaire,871.30,0.00,0.00,0.00,600.00,271.30,271.30,0.00
Esprit Sushi Fribourg,SamsungA40,457,16/01/2022 21:15,Propriétaire,16/01/2022 22:07,Propriétaire,698.90,172.40,0.00,0.00,0.00,871.30,871.30,0.00
Esprit Sushi Fribourg,SamsungA40,456,15/01/2022 18:23,Propriétaire,15/01/2022 21:35,Propriétaire,519.80,179.10,0.00,0.00,0.00,698.90,698.90,0.00
Esprit Sushi Fribourg,SamsungA40,455,14/01/2022 18:02,Propriétaire,14/01/2022 21:34,Propriétaire,418.30,101.50,0.00,0.00,0.00,519.80,519.80,0.00
Esprit Sushi Fribourg,SamsungA40,454,13/01/2022 18:05,Propriétaire,13/01/2022 21:22,Propriétaire,371.30,47.00,0.00,0.00,0.00,418.30,418.30,0.00
Esprit Sushi Fribourg,SamsungA40,453,12/01/2022 18:08,Propriétaire,12/01/2022 21:14,Propriétaire,345.90,25.40,0.00,0.00,0.00,371.30,371.30,0.00
Esprit Sushi Fribourg,SamsungA40,452,11/01/2022 15:29,Propriétaire,11/01/2022 21:13,Propriétaire,871.90,29.00,0.00,0.00,550.00,350.90,350.90,0.00
Esprit Sushi Fribourg,Caisse principal 3,776,05/01/2022 18:26,Propriétaire,10/01/2022 00:07,Propriétaire,292.20,321.80,0.00,0.00,300.00,314.00,314.00,0.00
Esprit Sushi Fribourg,SamsungA40,451,09/01/2022 18:00,Propriétaire,09/01/2022 21:52,Propriétaire,728.50,145.40,0.00,0.00,2.00,871.90,871.90,0.00
Esprit Sushi Fribourg,SamsungA40,450,08/01/2022 17:52,Propriétaire,08/01/2022 22:02,Propriétaire,595.50,133.00,0.00,0.00,0.00,728.50,728.50,0.00
Esprit Sushi Fribourg,SamsungA40,449,07/01/2022 17:54,Propriétaire,07/01/2022 21:51,Propriétaire,467.70,127.80,0.00,0.00,0.00,595.50,595.50,0.00
Esprit Sushi Fribourg,SamsungA40,448,06/01/2022 18:06,Propriétaire,06/01/2022 21:33,Propriétaire,383.20,84.50,0.00,0.00,0.00,467.70,467.70,0.00
Esprit Sushi Fribourg,SamsungA40,447,05/01/2022 18:03,Propriétaire,05/01/2022 21:26,Propriétaire,383.20,0.00,0.00,0.00,0.00,383.20,383.20,0.00
Esprit Sushi Fribourg,SamsungA40,446,04/01/2022 18:08,Propriétaire,04/01/2022 21:27,Propriétaire,318.20,65.00,0.00,0.00,0.00,383.20,383.20,0.00
Esprit Sushi Fribourg,Caisse principal 3,775,21/12/2021 17:01,Propriétaire,02/01/2022 23:30,Propriétaire,287.60,956.40,0.00,0.00,950.00,294.00,294.00,0.00
Esprit Sushi Fribourg,SamsungA40,445,02/01/2022 16:16,Propriétaire,02/01/2022 21:41,Propriétaire,818.20,0.00,0.00,0.00,500.00,318.20,318.20,0.00
Esprit Sushi Fribourg,SamsungA40,444,31/12/2021 12:04,Propriétaire,31/12/2021 16:42,Propriétaire,819.70,0.00,0.00,0.00,1.50,818.20,818.20,0.00
Esprit Sushi Fribourg,SamsungA40,443,30/12/2021 20:59,Propriétaire,30/12/2021 21:32,Propriétaire,796.70,23.00,0.00,0.00,0.00,819.70,819.70,0.00
Esprit Sushi Fribourg,SamsungA40,442,29/12/2021 19:01,Propriétaire,29/12/2021 21:49,Propriétaire,768.20,28.50,0.00,0.00,0.00,796.70,796.70,0.00
Esprit Sushi Fribourg,SamsungA40,441,28/12/2021 17:49,Propriétaire,28/12/2021 21:49,Propriétaire,724.20,44.00,0.00,0.00,0.00,768.20,768.20,0.00
Esprit Sushi Fribourg,SamsungA40,440,27/12/2021 18:01,Propriétaire,27/12/2021 22:07,Propriétaire,653.20,71.00,0.00,0.00,0.00,724.20,724.20,0.00
Esprit Sushi Fribourg,SamsungA40,439,24/12/2021 12:24,Propriétaire,24/12/2021 17:08,Propriétaire,389.00,264.20,0.00,0.00,0.00,653.20,653.20,0.00
Esprit Sushi Fribourg,SamsungA40,438,23/12/2021 18:06,Propriétaire,23/12/2021 21:34,Propriétaire,389.00,0.00,0.00,0.00,0.00,389.00,389.00,0.00
Esprit Sushi Fribourg,SamsungA40,437,22/12/2021 18:08,Propriétaire,22/12/2021 21:32,Propriétaire,389.00,0.00,0.00,0.00,0.00,389.00,389.00,0.00
Esprit Sushi Fribourg,SamsungA40,436,21/12/2021 17:36,Propriétaire,21/12/2021 21:39,Propriétaire,293.10,95.90,0.00,0.00,0.00,389.00,389.00,0.00
Esprit Sushi Fribourg,SamsungA40,435,20/12/2021 13:34,Propriétaire,21/12/2021 17:02,Propriétaire,893.10,0.00,0.00,0.00,600.00,293.10,293.10,0.00
Esprit Sushi Fribourg,Caisse principal 3,774,05/12/2021 13:20,Propriétaire,20/12/2021 13:38,Propriétaire,0.00,464.40,0.00,1773.20,1950.00,287.60,287.60,0.00
Esprit Sushi Fribourg,SamsungA40,434,19/12/2021 17:53,Propriétaire,19/12/2021 21:38,Propriétaire,829.60,63.50,0.00,0.00,0.00,893.10,893.10,0.00
Esprit Sushi Fribourg,SamsungA40,433,18/12/2021 17:30,Propriétaire,18/12/2021 21:34,Propriétaire,700.30,129.30,0.00,0.00,0.00,829.60,829.60,0.00
Esprit Sushi Fribourg,SamsungA40,432,17/12/2021 18:01,Propriétaire,17/12/2021 21:33,Propriétaire,572.90,127.40,0.00,0.00,0.00,700.30,700.30,0.00
Esprit Sushi Fribourg,SamsungA40,431,16/12/2021 18:09,Propriétaire,16/12/2021 21:30,Propriétaire,514.65,58.20,0.00,0.00,0.00,572.85,572.85,0.00
Esprit Sushi Fribourg,SamsungA40,430,15/12/2021 18:51,Propriétaire,15/12/2021 21:30,Propriétaire,380.75,133.90,0.00,0.00,0.00,514.65,514.65,0.00
Esprit Sushi Fribourg,SamsungA40,429,14/12/2021 16:19,Propriétaire,14/12/2021 22:04,Propriétaire,778.75,52.00,0.00,0.00,450.00,380.75,380.75,0.00
Esprit Sushi Fribourg,SamsungA40,428,12/12/2021 17:48,Propriétaire,12/12/2021 21:31,Propriétaire,721.75,57.00,0.00,0.00,0.00,778.75,778.75,0.00
Esprit Sushi Fribourg,SamsungA40,427,11/12/2021 17:48,Propriétaire,11/12/2021 21:30,Propriétaire,536.25,185.50,0.00,0.00,0.00,721.75,721.75,0.00
Esprit Sushi Fribourg,SamsungA40,426,10/12/2021 17:46,Propriétaire,10/12/2021 21:34,Propriétaire,448.75,87.50,0.00,0.00,0.00,536.25,536.25,0.00
Esprit Sushi Fribourg,SamsungA40,425,09/12/2021 17:58,Propriétaire,09/12/2021 21:37,Propriétaire,421.25,27.50,0.00,0.00,0.00,448.75,448.75,0.00
Esprit Sushi Fribourg,SamsungA40,424,08/12/2021 18:20,Propriétaire,08/12/2021 21:43,Propriétaire,560.35,60.90,0.00,0.00,200.00,421.25,421.25,0.00
Esprit Sushi Fribourg,SamsungA40,423,07/12/2021 16:08,Propriétaire,07/12/2021 21:59,Propriétaire,521.95,238.40,0.00,0.00,200.00,560.35,560.35,0.00
Esprit Sushi Fribourg,SamsungA40,422,05/12/2021 17:43,Propriétaire,05/12/2021 21:35,Propriétaire,521.95,0.00,0.00,0.00,0.00,521.95,521.95,0.00
Esprit Sushi Fribourg,Caisse principal 3,773,17/11/2021 10:59,Propriétaire,05/12/2021 13:18,Propriétaire,341.70,503.50,22.00,1400.00,650.00,1573.20,1573.20,0.00
Esprit Sushi Fribourg,SamsungA40,421,04/12/2021 17:56,Propriétaire,04/12/2021 21:31,Propriétaire,398.45,123.50,0.00,0.00,0.00,521.95,521.95,0.00
Esprit Sushi Fribourg,SamsungA40,420,03/12/2021 18:01,Propriétaire,03/12/2021 21:53,Propriétaire,518.15,175.30,0.00,5.00,300.00,398.45,398.45,0.00
Esprit Sushi Fribourg,SamsungA40,419,02/12/2021 18:02,Propriétaire,02/12/2021 22:11,Propriétaire,436.65,81.50,0.00,0.00,0.00,518.15,518.15,0.00
Esprit Sushi Fribourg,SamsungA40,418,01/12/2021 18:05,Propriétaire,01/12/2021 21:30,Propriétaire,436.65,0.00,0.00,0.00,0.00,436.65,436.65,0.00
Esprit Sushi Fribourg,SamsungA40,417,30/11/2021 16:35,Propriétaire,30/11/2021 21:30,Propriétaire,581.95,154.70,0.00,0.00,300.00,436.65,436.65,0.00
Esprit Sushi Fribourg,SamsungA40,416,28/11/2021 17:56,Propriétaire,28/11/2021 22:11,Propriétaire,581.95,0.00,0.00,0.00,0.00,581.95,581.95,0.00
Esprit Sushi Fribourg,SamsungA40,415,27/11/2021 18:09,Propriétaire,27/11/2021 21:59,Propriétaire,759.45,122.50,0.00,0.00,300.00,581.95,581.95,0.00
Esprit Sushi Fribourg,SamsungA40,414,26/11/2021 17:40,Propriétaire,26/11/2021 21:36,Propriétaire,521.55,237.90,0.00,0.00,0.00,759.45,759.45,0.00
Esprit Sushi Fribourg,SamsungA40,413,25/11/2021 17:51,Propriétaire,25/11/2021 21:37,Propriétaire,371.05,150.50,0.00,0.00,0.00,521.55,521.55,0.00
Esprit Sushi Fribourg,SamsungA40,412,24/11/2021 18:01,Propriétaire,24/11/2021 21:00,Propriétaire,371.05,0.00,0.00,0.00,0.00,371.05,371.05,0.00
Esprit Sushi Fribourg,SamsungA40,411,23/11/2021 14:54,Propriétaire,23/11/2021 21:30,Propriétaire,512.55,58.50,0.00,0.00,200.00,371.05,371.05,0.00
Esprit Sushi Fribourg,SamsungA40,410,21/11/2021 18:08,Propriétaire,21/11/2021 21:30,Propriétaire,469.55,43.00,0.00,0.00,0.00,512.55,512.55,0.00
Esprit Sushi Fribourg,SamsungA40,409,20/11/2021 17:57,Propriétaire,20/11/2021 20:38,Propriétaire,438.55,31.00,0.00,0.00,0.00,469.55,469.55,0.00
Esprit Sushi Fribourg,SamsungA40,408,19/11/2021 17:48,Propriétaire,19/11/2021 22:19,Propriétaire,595.65,342.90,0.00,0.00,500.00,438.55,438.55,0.00
Esprit Sushi Fribourg,SamsungA40,407,18/11/2021 18:17,Propriétaire,18/11/2021 21:41,Propriétaire,540.65,55.00,0.00,0.00,0.00,595.65,595.70,0.05
Esprit Sushi Fribourg,SamsungA40,406,17/11/2021 18:03,Propriétaire,17/11/2021 21:31,Propriétaire,532.75,207.90,0.00,0.00,200.00,540.65,540.65,0.00
Esprit Sushi Fribourg,Caisse principal 3,772,02/11/2021 15:24,Propriétaire,17/11/2021 10:59,Propriétaire,301.70,440.00,0.00,0.00,400.00,341.70,341.70,0.00
Esprit Sushi Fribourg,SamsungA40,405,16/11/2021 17:59,Propriétaire,16/11/2021 21:17,Propriétaire,467.25,65.50,0.00,0.00,0.00,532.75,532.75,0.00
Esprit Sushi Fribourg,SamsungA40,404,14/11/2021 17:55,Propriétaire,16/11/2021 17:59,Propriétaire,376.75,90.50,0.00,0.00,0.00,467.25,467.25,0.00
Esprit Sushi Fribourg,SamsungA40,403,13/11/2021 17:55,Propriétaire,13/11/2021 21:30,Propriétaire,349.25,27.50,0.00,0.00,0.00,376.75,376.75,0.00
Esprit Sushi Fribourg,SamsungA40,402,12/11/2021 17:57,Propriétaire,12/11/2021 21:16,Propriétaire,321.25,28.00,0.00,0.00,0.00,349.25,349.25,0.00
Esprit Sushi Fribourg,SamsungA40,401,11/11/2021 21:00,Propriétaire,11/11/2021 21:10,Propriétaire,326.25,0.00,0.00,0.00,0.00,326.25,326.25,0.00
Esprit Sushi Fribourg,SamsungA40,400,10/11/2021 18:05,Propriétaire,10/11/2021 21:38,Propriétaire,326.25,0.00,0.00,0.00,0.00,326.25,326.25,0.00
Esprit Sushi Fribourg,SamsungA40,399,09/11/2021 14:40,Propriétaire,09/11/2021 21:50,Propriétaire,552.75,23.50,0.00,0.00,250.00,326.25,326.25,0.00
Esprit Sushi Fribourg,SamsungA40,398,07/11/2021 17:48,Propriétaire,07/11/2021 21:31,Propriétaire,501.25,51.50,0.00,0.00,0.00,552.75,552.75,0.00
Esprit Sushi Fribourg,SamsungA40,397,06/11/2021 18:06,Propriétaire,06/11/2021 22:10,Propriétaire,471.85,33.50,0.00,0.00,4.10,501.25,501.25,0.00
Esprit Sushi Fribourg,SamsungA40,396,04/11/2021 18:00,Propriétaire,05/11/2021 21:26,Propriétaire,448.85,23.00,0.00,0.00,0.00,471.85,471.85,0.00
Esprit Sushi Fribourg,SamsungA40,395,03/11/2021 18:49,Propriétaire,03/11/2021 21:17,Propriétaire,349.35,99.50,0.00,0.00,0.00,448.85,448.85,0.00
Esprit Sushi Fribourg,SamsungA40,394,02/11/2021 15:55,Propriétaire,02/11/2021 21:45,Propriétaire,423.35,74.00,0.00,0.00,148.00,349.35,349.35,0.00
Esprit Sushi Fribourg,Caisse principal 3,771,26/10/2021 16:40,Propriétaire,02/11/2021 16:24,Propriétaire,265.70,126.00,0.00,0.00,90.00,301.70,301.70,0.00
Esprit Sushi Fribourg,SamsungA40,393,31/10/2021 21:01,Propriétaire,31/10/2021 21:01,Propriétaire,423.85,0.00,0.00,0.00,0.00,423.85,423.85,0.00
Esprit Sushi Fribourg,SamsungA40,392,30/10/2021 18:07,Propriétaire,30/10/2021 21:19,Propriétaire,385.35,38.50,0.00,0.00,0.00,423.85,423.85,0.00
Esprit Sushi Fribourg,SamsungA40,391,29/10/2021 17:50,Propriétaire,29/10/2021 21:36,Propriétaire,326.85,58.50,0.00,0.00,0.00,385.35,385.35,0.00
Esprit Sushi Fribourg,SamsungA40,390,28/10/2021 18:03,Propriétaire,28/10/2021 21:30,Propriétaire,313.85,13.00,0.00,0.00,0.00,326.85,326.85,0.00
Esprit Sushi Fribourg,SamsungA40,389,27/10/2021 18:01,Propriétaire,27/10/2021 21:38,Propriétaire,274.85,39.00,0.00,0.00,0.00,313.85,313.85,0.00
Esprit Sushi Fribourg,SamsungA40,388,26/10/2021 16:40,Propriétaire,26/10/2021 21:20,Propriétaire,474.85,0.00,0.00,0.00,200.00,274.85,274.85,0.00
Esprit Sushi Fribourg,Caisse principal 3,770,24/10/2021 16:02,Propriétaire,24/10/2021 22:28,Propriétaire,735.70,0.00,0.00,0.00,470.00,265.70,265.70,0.00
Esprit Sushi Fribourg,SamsungA40,387,24/10/2021 17:59,Propriétaire,24/10/2021 21:38,Propriétaire,425.35,49.50,0.00,0.00,0.00,474.85,474.85,0.00
Esprit Sushi Fribourg,Caisse principal 3,769,19/10/2021 16:14,Propriétaire,23/10/2021 22:37,Propriétaire,259.80,75.90,0.00,400.00,0.00,735.70,735.70,0.00
Esprit Sushi Fribourg,SamsungA40,386,23/10/2021 18:14,Propriétaire,23/10/2021 21:35,Propriétaire,755.00,69.40,0.00,0.00,400.00,424.40,424.40,0.00
Esprit Sushi Fribourg,SamsungA40,385,22/10/2021 18:07,Propriétaire,22/10/2021 21:28,Propriétaire,714.30,45.20,0.00,0.00,4.50,755.00,755.00,0.00
Esprit Sushi Fribourg,SamsungA40,384,21/10/2021 18:08,Propriétaire,21/10/2021 21:06,Propriétaire,644.90,69.40,0.00,0.00,0.00,714.30,714.30,0.00
Esprit Sushi Fribourg,SamsungA40,383,20/10/2021 18:04,Propriétaire,20/10/2021 21:34,Propriétaire,644.90,0.00,0.00,0.00,0.00,644.90,644.90,0.00
Esprit Sushi Fribourg,SamsungA40,382,17/10/2021 17:40,Propriétaire,19/10/2021 21:42,Propriétaire,336.00,408.40,0.00,0.00,100.00,644.40,644.40,0.00
Esprit Sushi Fribourg,Caisse principal 3,768,12/10/2021 17:09,Propriétaire,17/10/2021 22:54,Propriétaire,313.90,275.90,0.00,0.00,330.00,259.80,259.80,0.00
Esprit Sushi Fribourg,SamsungA40,381,16/10/2021 18:07,Propriétaire,16/10/2021 21:17,Propriétaire,336.00,0.00,0.00,0.00,0.00,336.00,336.00,0.00
Esprit Sushi Fribourg,SamsungA40,380,15/10/2021 17:40,Propriétaire,15/10/2021 21:35,Propriétaire,312.50,23.50,0.00,0.00,0.00,336.00,336.00,0.00
Esprit Sushi Fribourg,SamsungA40,379,14/10/2021 21:02,Propriétaire,14/10/2021 21:02,Propriétaire,312.50,0.00,0.00,0.00,0.00,312.50,312.50,0.00
Esprit Sushi Fribourg,SamsungA40,378,14/10/2021 18:02,Propriétaire,14/10/2021 21:01,Propriétaire,312.10,0.00,0.00,0.00,0.00,312.10,312.10,0.00
Esprit Sushi Fribourg,SamsungA40,377,12/10/2021 17:31,Propriétaire,13/10/2021 21:30,Propriétaire,662.10,0.00,0.00,0.00,350.00,312.10,312.10,0.00
Esprit Sushi Fribourg,Caisse principal 3,767,28/09/2021 16:29,Propriétaire,10/10/2021 23:40,Propriétaire,307.60,688.30,0.00,780.00,1462.00,313.90,313.90,0.00
Esprit Sushi Fribourg,SamsungA40,376,10/10/2021 21:04,Propriétaire,10/10/2021 22:03,Propriétaire,601.20,60.90,0.00,0.00,0.00,662.10,662.10,0.00
Esprit Sushi Fribourg,SamsungA40,375,10/10/2021 18:01,Propriétaire,10/10/2021 20:55,Propriétaire,602.10,0.00,0.00,0.00,0.00,602.10,602.10,0.00
Esprit Sushi Fribourg,SamsungA40,374,09/10/2021 17:58,Propriétaire,09/10/2021 20:50,Propriétaire,577.10,25.00,0.00,0.00,0.00,602.10,602.10,0.00
Esprit Sushi Fribourg,SamsungA40,373,08/10/2021 18:28,Propriétaire,08/10/2021 21:47,Propriétaire,474.10,102.50,0.00,0.00,0.00,576.60,576.60,0.00
Esprit Sushi Fribourg,SamsungA40,372,07/10/2021 17:38,Propriétaire,07/10/2021 20:58,Propriétaire,531.10,43.00,0.00,0.00,100.00,474.10,474.10,0.00
Esprit Sushi Fribourg,SamsungA40,371,06/10/2021 18:05,Propriétaire,06/10/2021 21:05,Propriétaire,485.10,46.00,0.00,0.00,0.00,531.10,531.10,0.00
Esprit Sushi Fribourg,SamsungA40,370,05/10/2021 18:17,Propriétaire,06/10/2021 16:56,Propriétaire,485.10,0.00,0.00,0.00,0.00,485.10,485.10,0.00
Esprit Sushi Fribourg,SamsungA40,369,03/10/2021 18:07,Propriétaire,03/10/2021 21:45,Propriétaire,1045.10,20.00,0.00,0.00,580.00,485.10,485.10,0.00
Esprit Sushi Fribourg,SamsungA40,368,02/10/2021 18:07,Propriétaire,02/10/2021 22:30,Propriétaire,688.60,356.50,0.00,0.00,0.00,1045.10,1045.10,0.00
Esprit Sushi Fribourg,SamsungA40,367,01/10/2021 17:51,Propriétaire,01/10/2021 21:56,Propriétaire,688.60,0.00,0.00,0.00,0.00,688.60,688.60,0.00
Esprit Sushi Fribourg,SamsungA40,366,30/09/2021 17:47,Propriétaire,30/09/2021 21:39,Propriétaire,612.60,76.00,0.00,0.00,0.00,688.60,688.60,0.00
Esprit Sushi Fribourg,SamsungA40,365,29/09/2021 18:36,Propriétaire,29/09/2021 22:31,Propriétaire,327.10,285.50,0.00,0.00,0.00,612.60,612.60,0.00
Esprit Sushi Fribourg,SamsungA40,364,28/09/2021 17:51,Propriétaire,28/09/2021 21:35,Propriétaire,272.60,54.50,0.00,0.00,0.00,327.10,327.10,0.00
Esprit Sushi Fribourg,Caisse principal 3,766,23/09/2021 17:53,Propriétaire,28/09/2021 16:29,Propriétaire,912.80,314.80,0.00,0.00,920.00,307.60,307.60,0.00
Esprit Sushi Fribourg,SamsungA40,363,26/09/2021 21:57,Propriétaire,26/09/2021 21:59,Propriétaire,672.60,0.00,0.00,0.00,400.00,272.60,272.60,0.00
Esprit Sushi Fribourg,SamsungA40,362,26/09/2021 20:54,Propriétaire,26/09/2021 21:33,Propriétaire,605.60,67.00,0.00,0.00,0.00,672.60,672.60,0.00
Esprit Sushi Fribourg,SamsungA40,361,25/09/2021 17:56,Propriétaire,25/09/2021 21:35,Propriétaire,539.60,66.00,0.00,0.00,0.00,605.60,605.60,0.00
Esprit Sushi Fribourg,SamsungA40,360,24/09/2021 18:07,Propriétaire,24/09/2021 22:15,Propriétaire,460.60,82.00,47.90,44.90,0.00,539.60,539.60,0.00
Esprit Sushi Fribourg,SamsungA40,359,23/09/2021 18:08,Propriétaire,23/09/2021 21:41,Propriétaire,352.10,148.40,0.00,0.00,0.00,500.50,500.50,0.00
Esprit Sushi Fribourg,Caisse principal 3,765,21/09/2021 23:08,Propriétaire,22/09/2021 22:52,Propriétaire,512.80,100.00,0.00,400.00,100.00,912.80,912.80,0.00
Esprit Sushi Fribourg,SamsungA40,358,22/09/2021 21:18,Propriétaire,22/09/2021 21:19,Propriétaire,752.10,0.00,0.00,0.00,400.00,352.10,352.10,0.00
Esprit Sushi Fribourg,SamsungA40,357,22/09/2021 17:53,Propriétaire,22/09/2021 21:16,Propriétaire,549.70,202.40,0.00,0.00,0.00,752.10,752.10,0.00
Esprit Sushi Fribourg,Caisse principal 3,764,14/09/2021 16:37,Propriétaire,21/09/2021 23:07,Propriétaire,279.80,583.00,0.00,300.00,650.00,512.80,512.80,0.00
Esprit Sushi Fribourg,SamsungA40,356,19/09/2021 22:22,Propriétaire,21/09/2021 21:50,Propriétaire,623.40,226.30,0.00,0.00,300.00,549.70,549.70,0.00
Esprit Sushi Fribourg,SamsungA40,355,19/09/2021 17:49,Propriétaire,19/09/2021 22:20,Propriétaire,495.40,128.00,0.00,0.00,0.00,623.40,623.40,0.00
Esprit Sushi Fribourg,SamsungA40,354,18/09/2021 18:19,Propriétaire,18/09/2021 21:18,Propriétaire,421.90,73.50,0.00,0.00,0.00,495.40,495.40,0.00
Esprit Sushi Fribourg,SamsungA40,353,17/09/2021 17:40,Propriétaire,17/09/2021 21:24,Propriétaire,340.40,81.50,0.00,0.00,0.00,421.90,421.90,0.00
Esprit Sushi Fribourg,SamsungA40,352,16/09/2021 18:05,Propriétaire,16/09/2021 21:08,Propriétaire,340.40,0.00,0.00,0.00,0.00,340.40,340.40,0.00
Esprit Sushi Fribourg,SamsungA40,351,15/09/2021 18:00,Propriétaire,15/09/2021 21:43,Propriétaire,340.40,0.00,0.00,0.00,0.00,340.40,340.40,0.00
Esprit Sushi Fribourg,SamsungA40,350,14/09/2021 18:08,Propriétaire,14/09/2021 21:22,Propriétaire,340.40,0.00,0.00,0.00,0.00,340.40,340.40,0.00
Esprit Sushi Fribourg,SamsungA40,349,12/09/2021 23:42,Propriétaire,12/09/2021 23:43,Propriétaire,640.40,0.00,0.00,0.00,300.00,340.40,340.40,0.00
Esprit Sushi Fribourg,Caisse principal 3,763,31/08/2021 18:19,Propriétaire,12/09/2021 23:38,Propriétaire,0.00,435.50,0.00,334.30,490.00,279.80,279.80,0.00
Esprit Sushi Fribourg,SamsungA40,348,12/09/2021 19:18,Propriétaire,12/09/2021 21:03,Propriétaire,519.00,121.40,0.00,0.00,0.00,640.40,640.40,0.00
Esprit Sushi Fribourg,SamsungA40,347,11/09/2021 17:50,Propriétaire,11/09/2021 21:33,Propriétaire,480.50,38.50,0.00,0.00,0.00,519.00,519.00,0.00
Esprit Sushi Fribourg,SamsungA40,346,10/09/2021 17:37,Propriétaire,10/09/2021 21:32,Propriétaire,480.50,0.00,0.00,0.00,0.00,480.50,480.50,0.00
Esprit Sushi Fribourg,SamsungA40,345,09/09/2021 17:38,Propriétaire,09/09/2021 21:34,Propriétaire,411.60,68.90,0.00,0.00,0.00,480.50,480.50,0.00
Esprit Sushi Fribourg,SamsungA40,344,08/09/2021 21:00,Propriétaire,08/09/2021 21:32,Propriétaire,411.60,0.00,0.00,0.00,0.00,411.60,411.60,0.00
Esprit Sushi Fribourg,SamsungA40,343,08/09/2021 16:06,Propriétaire,08/09/2021 21:00,Propriétaire,411.60,0.00,0.00,0.00,0.00,411.60,411.60,0.00
Esprit Sushi Fribourg,SamsungA40,342,07/09/2021 18:24,Propriétaire,08/09/2021 16:06,Propriétaire,306.10,105.50,0.00,0.00,0.00,411.60,411.60,0.00
